"","Sable_geo_df_binary.LONGITUDE","Sable_geo_df_binary.LATITUDE","data"
"752",-3.32082,51.91941,0
"753",-2.35475,52.02811,0
"754",-2.17645999999999,52.03164,0
"755",-4.12124,52.03172,0
"756",2.02954,51.59845,0
"757",1.93583000000001,51.60493,0
"758",3.40170000000001,51.60676,0
"759",-4.09343000000001,51.76544,0
"760",-2.29249999999999,51.76564,0
"761",-2.29275999999999,51.76619,0
"762",-2.54471000000001,51.771,0
"763",-2.54016291324004,51.7628857323315,0
"764",-1.74816000000001,51.92324,0
"765",-3.40188000000001,51.925,0
"766",7.75178,52.03217,0
"767",-3.53496000000001,52.03439,0
"768",-1.96695,52.03486,0
"769",3.61723000000001,51.60804,0
"770",1.89991000000001,51.77436,0
"771",6.29936000000001,51.93508,0
"772",-2.60416000000001,52.04062,0
"773",2.85305,51.60825,0
"774",-1.57755,51.61584,0
"775",3.75558000000001,51.61986,0
"776",2.54640000000001,51.79284,0
"777",-2.32577000000001,51.79781,0
"778",4.71592999999999,51.95587,0
"779",6.47377,51.95875,0
"780",-2.57104000000001,52.04202,0
"781",3.65843000000001,52.04297,0
"782",5.87393,52.04347,0
"783",-2.16684000000001,52.04817,0
"784",1.93056999999999,51.62487,0
"785",-1.58672999999999,51.62513,0
"786",4.36331000000001,51.79978,0
"787",4.26013,51.79991,0
"788",-4.09394,51.8043,0
"789",6.34765999999999,51.9604,0
"790",7.44929999999999,52.05667,0
"791",-0.740780000000001,51.25266,0
"792",-0.706369999999993,51.25646,0
"793",-0.608470000000011,51.29604,0
"794",2.15275,51.62722,0
"795",1.75407999999999,51.62847,0
